Date,Time,Location,Operator,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,time_of_day,Fatalities_degree,date_time,year,month,Season,all_died,time_period,reasons
07/11/1961,11:36,"Denver, Colorado",United Air Lines,Omaha - Denver,McDonnell Douglas DC-8-12,122.0,115.0,7.0,17.0,17.0,0.0,1.0,"Following takeoff from Omaha, hydraulic difficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydraulic emergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulic system. The driver of the maintenance truck was killed.",Morning,10-20 Fatalities,1961-07-11 11:36:00,1961,July,Summer,False,1952-1962,following takeoff from omaha hydraulic difficulties were experienced the flight was continued to denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned asymmetrical thrust during the landing attempt due to a hydraulic emergency  numbers 1  2 thrust reversers failed  the crew failed to activate the backup highpressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency  poor evacuation procedures  a contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crews lack of training and knowledge on the aircrafts hydraulic system the driver of the maintenance truck was killed
07/12/1961,01:29,"Casablanca, Morocco",Ceskoslovenske Aerolinie,Zurich - Rabat,Ilyushin IL-18B,72.0,64.0,8.0,72.0,64.0,8.0,0.0," On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.",Night,50-100 Fatalities,1961-07-12 01:29:00,1961,July,Summer,True,1952-1962, on reaching rabat the plane was diverted to casablanca because of poor ground visibility conditions at casablanca were a little better but the plane overshot the runway on its first approach with worsening conditions the pilot asked to land at the us air force base at nouasseur while the tower was seeking permission the pilot saw a window of opportunity and tried again to land at casablanca the aircraft crashed into a hillside and burned eight miles short of the runway
07/19/1961,08:00,"Near Azul, Argentina",Aerolineas Argentinas,Buenos Aires - Comodoro,Douglas DC-6,67.0,60.0,7.0,67.0,60.0,7.0,0.0,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,Morning,50-100 Fatalities,1961-07-19 08:00:00,1961,July,Summer,True,1952-1962,the aircraft disintegrated in flight following the application of loads in excess of the design loads the aircraft entered an area of extreme turbulence and was struck by lightning
07/21/1961,02:11,"Shemya, Alaska",Alaska Airlines,Seattle - Shemya AFB,Douglas DC-6A,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air traffic controller during last stages of flight.",Night,5-10 Fatalities,1961-07-21 02:11:00,1961,July,Summer,True,1952-1962,undershot the runway by 200 feet crashed and burned absence of approach and runway lights lack of guidance from air traffic controller during last stages of flight
08/06/1961,02:11,"Budapest, Hungary",Malev Hungarian Airlines,Sightseeing,Douglas DC-3,27.0,23.0,4.0,27.0,23.0,4.0,3.0,The aircraft crashed between a row of houses while on a sightseeing flight. Inattention of crew to duties. Pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft.,Morning,20-50 Fatalities,1961-08-06 02:11:00,1961,August,Summer,True,1952-1962,the aircraft crashed between a row of houses while on a sightseeing flight inattention of crew to duties pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft
08/09/1961,17:30,"Sola, Norway",Cunard Eagle Airways,London - Sola,Vickers Viking 3B,39.0,36.0,3.0,39.0,36.0,3.0,0.0,Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.,Afternoon,20-50 Fatalities,1961-08-09 17:30:00,1961,August,Summer,True,1952-1962,crashed into a mountain18 nm northeast of stravanger airport  deviation from prescribed course cause unknown
08/23/1961,20:02,"Ankara, Turkey",Turkish Airlines THY,Nicosia - Adana - Ankara,Curtiss C-46F,29.0,25.0,4.0,28.0,24.0,4.0,0.0,Crashed during approach. During the approach to the airport the aircraft was not in the normal pattern and was below the normal altitude.,Evening,20-50 Fatalities,1961-08-23 20:02:00,1961,August,Summer,False,1952-1962,crashed during approach during the approach to the airport the aircraft was not in the normal pattern and was below the normal altitude
08/29/1961,18:22,"Sondreströmfjord, Greenland",Eastern Provincial Airways,Nicosia - Adana - Ankara,de Havilland Canada DHC-3 Otter,6.0,4.0,2.0,1.0,0.0,1.0,0.0,"An in-flight fire, initiated and sustained by a severe fuel leak. The fuel leak was caused by the locking of a carburetor drain plug to unscrew.",Evening,0-5 Fatalities,1961-08-29 18:22:00,1961,August,Summer,False,1952-1962,an inflight fire initiated and sustained by a severe fuel leak the fuel leak was caused by the locking of a carburetor drain plug to unscrew
09/01/1961,02:05,"Near Hinsdale, Illinois",Trans World Airlines,Pittsburgh - Chicago - Las Vegas - Los Angeles,Lockheed 049 Constellation,78.0,73.0,5.0,78.0,73.0,5.0,0.0,The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.,Night,50-100 Fatalities,1961-09-01 02:05:00,1961,September,Autumn,True,1952-1962,the aircraft crashed and burned in a field 10 miles west of midway airport the airliner had taken off from midway headed for las vegas loss of a 516 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft
09/05/1961,02:05,"Near Sendafar, Ethiopia",Ethiopian Airlines,Addis Ababa - Asmara,Douglas DC-3,19.0,16.0,3.0,5.0,4.0,1.0,0.0,Malfunctioning propeller. The pilot tried to turn back for an emergency landing but  the plane stalled and crashed.,Night,5-10 Fatalities,1961-09-05 02:05:00,1961,September,Autumn,False,1952-1962,malfunctioning propeller the pilot tried to turn back for an emergency landing but  the plane stalled and crashed
09/06/1961,02:05,"Concordia, SC, Brazil",REAL Transportes Aereos,Sao Paulo - Concordia,Douglas C-47A (DC-3),4.0,0.0,4.0,4.0,0.0,4.0,0.0,"The aircraft crashed into high terrain, 1,500 meters short of the runway in adverse weather conditions. Probable cause: Continuation of visual filght in adverse weather conditions.",Night,0-5 Fatalities,1961-09-06 02:05:00,1961,September,Autumn,True,1952-1962,the aircraft crashed into high terrain 1500 meters short of the runway in adverse weather conditions probable cause continuation of visual filght in adverse weather conditions
09/06/1961,02:05,"Cerro del Aernal, Costa Rica",Lineas Aéreas Costarricenses,Sao Paulo - Concordia,Douglas DC-3,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Cargo plane crashed.,Night,0-5 Fatalities,1961-09-06 02:05:00,1961,September,Autumn,True,1952-1962,cargo plane crashed
09/10/1961,03:55,"Shannon, Ireland",President Airlines,Shannon - Gander,Douglas DC-6B,83.0,77.0,6.0,83.0,77.0,6.0,0.0,The aircraft crashed into the Shannon River shortly after taking off in fog. Possible fault with the artificial horizon or aircraft's aileron tabs. Contributing factor was the weather and crew fatigue.,Night,50-100 Fatalities,1961-09-10 03:55:00,1961,September,Autumn,True,1952-1962,the aircraft crashed into the shannon river shortly after taking off in fog possible fault with the artificial horizon or aircrafts aileron tabs contributing factor was the weather and crew fatigue
09/12/1961,22:09,"Near Rabat, Morocco",Air France,Paris - Rabat,Sud-Aviation Caravelle III,77.0,71.0,6.0,77.0,71.0,6.0,0.0,"The aircraft crashed and burned while attempting to land at Sale Airport. With its landing gear down and flaps partially extended, the plane struck the ground in a slight nose-down attitude. Possible misread altimeter.",Evening,50-100 Fatalities,1961-09-12 22:09:00,1961,September,Autumn,True,1952-1962,the aircraft crashed and burned while attempting to land at sale airport with its landing gear down and flaps partially extended the plane struck the ground in a slight nosedown attitude possible misread altimeter
09/17/1961,08:57,"Chicago, Illinois",Northwest Orient Airlines,Chicago - Tampa,Lockheed 188C  Electra,37.0,32.0,5.0,37.0,32.0,5.0,0.0,"Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.",Morning,20-50 Fatalities,1961-09-17 08:57:00,1961,September,Autumn,True,1952-1962,takeoff and initial climb appeared to be normal but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees while in the turn the crew made a short garbled transmission indicating alarm during the latter part of the turn a gradual descent began and two minutes after taking off the aircraft struck the ground mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery
09/17/1961,22:13,"Ndola, Zambia",Transair Sweden,Leopoldville - Ndola,Douglas DC-6B,16.0,11.0,5.0,16.0,11.0,5.0,0.0,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskjöld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded. A recent report in 2011 sites pilot fatigue as the cause of the accident.",Evening,10-20 Fatalities,1961-09-17 22:13:00,1961,September,Autumn,True,1952-1962,the aircraft crashed into the jungle approximately 9 miles from the destination airport un secretary general dag hammarskjöld 56 killed the aircraft was allowed to descend too low resulting in striking trees and crashing although the united nations released a statement that no evidence of sabotage was found rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded a recent report in 2011 sites pilot fatigue as the cause of the accident
09/23/1961,18:02,"Ankara, Turkey",Turkish Airlines (THY),Adana - Ankara,Fokker F-27 Friendship 100,29.0,25.0,4.0,28.0,24.0,4.0,0.0,"Crashed into high terrain on approach, 18 kms from Ankara Airport. The aircraft was not in a normal flying  pattern and below normal altitude.",Evening,20-50 Fatalities,1961-09-23 18:02:00,1961,September,Autumn,False,1952-1962,crashed into high terrain on approach 18 kms from ankara airport the aircraft was not in a normal flying  pattern and below normal altitude
10/07/1961,02:00,"Mt. Canigou, France",Derby Aviation,London - Perpignan,Douglas DC-3,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Crashed into Mt. Canigou while descending to land. Navigational error.,Night,20-50 Fatalities,1961-10-07 02:00:00,1961,October,Autumn,True,1952-1962,crashed into mt canigou while descending to land navigational error
10/10/1961,02:00,"El Adem, Libya",Military - Royal Air Force,El Adem - Luqa,Handley Page Hastings C-2,37.0,34.0,3.0,17.0,16.0,1.0,0.0,The plane stalled and crashed during takeoff.,Night,10-20 Fatalities,1961-10-10 02:00:00,1961,October,Autumn,False,1952-1962,the plane stalled and crashed during takeoff
